#OK
#SQL= select Type, stellarMass
#	    from Henriques2015a..MRscPlanck1    
#	where snapnum=12 and StellarMass > 0.01
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2020-01-30 20:25:03.965 CET
#QUERYTIME 50 millisec
#COLUMN 1 name=Type JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 2 name=stellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
Type,stellarMass
0,0.010000207
0,0.010000308
0,0.010000594
0,0.010000671
0,0.010001084
0,0.0100012785
0,0.010001694
0,0.010001731
0,0.010001839
0,0.010001886
0,0.010002012
0,0.010002104
0,0.010002212
0,0.010002286
0,0.010002918
0,0.010003093
0,0.010003407
0,0.010003469
0,0.01000383
0,0.010004012
0,0.010004249
0,0.010004518
0,0.010004759
0,0.010004811
0,0.010005003
0,0.010005031
0,0.010005105
0,0.010005389
0,0.010006006
0,0.010006057
0,0.010006189
0,0.010006405
0,0.010006615
0,0.010007166
0,0.010007253
0,0.010007459
0,0.010007528
0,0.0100077335
0,0.010007764
0,0.010008078
0,0.010008389
0,0.010009873
0,0.010010101
0,0.01001023
0,0.01001054
0,0.010011176
0,0.010011642
0,0.010011693
1,0.010012085
0,0.010012165
0,0.010012326
0,0.01001371
0,0.010013925
0,0.010014589
0,0.010014672
0,0.01001533
0,0.01001538
0,0.01001617
0,0.0100166425
0,0.010017565
0,0.010017637
0,0.010018005
0,0.010018339
0,0.01001871
0,0.010018747
0,0.010019021
0,0.010019048
0,0.0100194095
0,0.010019542
0,0.010019684
0,0.010019813
0,0.010019994
0,0.010020418
0,0.0100206025
0,0.010020615
0,0.010021341
0,0.010021343
0,0.0100216195
0,0.010021827
0,0.0100221
0,0.010022305
0,0.010022419
0,0.010022592
0,0.010022727
0,0.010022783
0,0.010022982
0,0.010023184
0,0.010023257
0,0.010023324
0,0.010023575
0,0.010023808
0,0.010024381
0,0.010024595
0,0.010025372
0,0.010026392
0,0.010027414
0,0.010027832
0,0.010028227
0,0.010028387
0,0.0100283995
0,0.0100286305
0,0.010028631
0,0.010028911
0,0.010029071
0,0.0100292405
0,0.010029461
0,0.010029886
0,0.010030279
0,0.010031608
0,0.010031669
0,0.010031735
0,0.010032482
0,0.010032655
0,0.01003269
0,0.0100330915
0,0.0100332815
0,0.010033313
0,0.0100338245
0,0.0100343535
0,0.010034538
0,0.010034589
0,0.010034728
0,0.010035504
0,0.010035821
0,0.010035907
0,0.0100359805
0,0.010036472
0,0.010036485
0,0.010036571
0,0.01003681
0,0.010036983
0,0.0100372685
0,0.010037269
0,0.010037289
0,0.0100378245
0,0.01003786
0,0.01003847
0,0.010038616
0,0.010038623
0,0.010038807
0,0.010038836
0,0.01003905
0,0.010039177
0,0.010039332
0,0.01003969
0,0.010040266
0,0.010040286
0,0.010040321
0,0.01004037
0,0.010041221
0,0.010041323
0,0.010041502
0,0.010041775
0,0.010041971
0,0.010042129
0,0.010042303
0,0.010042398
0,0.010042681
0,0.010043447
0,0.010043721
0,0.010043821
0,0.010044656
0,0.010044803
0,0.010045132
0,0.010045422
0,0.010045702
0,0.010045703
0,0.010046007
0,0.010046148
0,0.010046858
0,0.010047171
0,0.010047347
0,0.010047435
0,0.010047711
0,0.010047947
0,0.010048565
0,0.010049317
0,0.010049426
0,0.01004943
0,0.010049485
0,0.010049594
0,0.010049705
0,0.010049759
0,0.010050448
0,0.0100507345
0,0.010050845
0,0.0100509375
0,0.010051098
0,0.010051171
0,0.010051443
0,0.010052667
0,0.01005307
0,0.010053071
0,0.010053191
0,0.010053621
0,0.010054245
0,0.010054776
0,0.010055057
0,0.0100550875
0,0.01005545
2,0.010055564
0,0.010055884
0,0.010056054
0,0.010056075
0,0.010056923
0,0.01005697
0,0.010057299
0,0.0100574205
0,0.010057437
0,0.010058098
0,0.010058252
0,0.010058261
0,0.010058324
0,0.010058485
0,0.010058657
0,0.01005872
0,0.010059019
0,0.010059241
0,0.010059682
0,0.010059714
0,0.010060192
0,0.010060641
0,0.010061048
0,0.010061357
0,0.01006142
0,0.0100622615
0,0.010063128
0,0.010063188
0,0.010063653
0,0.010063693
0,0.010063821
0,0.010063848
0,0.010064138
0,0.010064303
0,0.010064376
0,0.010065066
0,0.010065075
0,0.010065125
0,0.0100652585
0,0.0100654205
0,0.010065768
0,0.010066489
