#OK
#SQL= select Type, stellarMass
#	from Henriques2020a..MR   
#	where snapnum=12 and StellarMass > 0.01
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2020-01-31 15:29:44.570 CET
#QUERYTIME 28 millisec
#COLUMN 1 name=Type JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 2 name=stellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
Type,stellarMass
0,0.010000082
0,0.010000139
0,0.010000351
0,0.010000423
0,0.010000552
0,0.010000787
0,0.010000964
0,0.010001206
0,0.010001231
0,0.010001775
0,0.010001944
0,0.010002134
0,0.010002176
0,0.010003632
0,0.010003679
0,0.010003949
0,0.010004831
0,0.010005142
0,0.010005152
0,0.010005873
0,0.0100059835
0,0.010006036
0,0.010006548
0,0.010007209
0,0.010007297
0,0.010007352
0,0.010007744
0,0.010008101
0,0.0100083165
0,0.010008643
0,0.010008672
0,0.01000871
0,0.010008855
0,0.0100090075
0,0.010009416
0,0.010009668
0,0.01000978
0,0.010009796
0,0.01000987
0,0.010009948
0,0.010010295
0,0.010010381
0,0.010010902
0,0.010010993
0,0.010011312
0,0.01001155
0,0.010011806
0,0.010011814
0,0.010011822
0,0.010012126
0,0.010012255
0,0.010012357
1,0.010012421
0,0.010012547
0,0.010012886
0,0.010012891
0,0.010012892
0,0.010013223
0,0.010013366
0,0.01001348
0,0.010013831
0,0.010014523
0,0.010014687
0,0.010014754
0,0.010014818
0,0.010014864
0,0.01001487
0,0.010015857
0,0.01001612
0,0.0100162765
0,0.010016567
0,0.010016579
0,0.010016807
0,0.010017072
0,0.010017259
0,0.010017355
0,0.010017433
0,0.010017911
0,0.0100179305
0,0.010018168
0,0.010018387
0,0.010018583
0,0.010018824
0,0.010018898
0,0.010019184
0,0.010019542
0,0.010019681
0,0.010019863
0,0.010019907
0,0.010020251
0,0.010020464
0,0.010020584
0,0.010020823
0,0.0100209415
0,0.010021022
0,0.010021131
0,0.010021156
0,0.010021191
0,0.010021197
0,0.010021358
0,0.010021438
0,0.010022182
0,0.01002223
0,0.010022406
0,0.010022637
0,0.010022701
0,0.010023137
0,0.010023395
0,0.010023501
0,0.010023544
0,0.010023724
0,0.010023952
0,0.010024071
0,0.010024311
0,0.010024405
0,0.010024601
0,0.0100247245
0,0.010025298
0,0.010025354
0,0.010025437
0,0.01002548
0,0.010025766
0,0.01002577
0,0.01002593
0,0.010025975
0,0.010026279
0,0.0100266915
0,0.010027561
0,0.010027676
0,0.010028138
0,0.010028275
0,0.010028368
0,0.010028491
0,0.010028517
0,0.010028611
0,0.010029358
0,0.010029932
0,0.010030024
0,0.010030706
0,0.010030769
0,0.010030858
0,0.010030882
0,0.010031262
0,0.010031268
0,0.01003204
0,0.010032083
0,0.010032225
0,0.010032323
0,0.010032636
0,0.010032653
0,0.010032781
2,0.010032929
0,0.010032992
0,0.01003321
0,0.010033388
0,0.010033398
0,0.010033415
0,0.010033667
0,0.010033929
0,0.01003414
0,0.010034914
0,0.010035179
0,0.010035451
0,0.01003555
0,0.010035892
0,0.010036169
0,0.010036369
0,0.010036392
0,0.010036439
0,0.010036514
0,0.010036566
0,0.010036858
0,0.010037215
0,0.010037261
0,0.01003728
0,0.010037472
0,0.0100378115
0,0.010037971
0,0.010038566
0,0.010038759
0,0.010039011
0,0.010039042
0,0.010039081
0,0.010039754
0,0.010040534
0,0.01004075
1,0.010040782
0,0.01004081
0,0.010041025
0,0.010041301
0,0.010041328
0,0.010041579
0,0.010041685
0,0.010041786
0,0.010041808
0,0.010041838
0,0.01004198
0,0.010042161
0,0.010042163
0,0.010042778
0,0.010043614
0,0.01004363
0,0.010043972
0,0.01004435
0,0.010044494
0,0.010044545
0,0.010044667
0,0.010044761
0,0.010045087
0,0.010045099
0,0.010045624
0,0.01004607
0,0.01004668
0,0.010046712
0,0.010047218
0,0.010047274
0,0.010047377
0,0.010047575
0,0.010048454
0,0.010048625
0,0.010048774
0,0.010049261
0,0.010049877
0,0.010049996
0,0.010050208
0,0.010050502
0,0.010050513
0,0.010050779
0,0.010050882
0,0.01005089
0,0.010051028
0,0.010051218
0,0.010051554
0,0.01005163
0,0.010051718
0,0.010051972
0,0.01005315
0,0.01005321
0,0.010053415
0,0.010053541
0,0.010054174
0,0.010054207
0,0.010054366
0,0.010054391
0,0.01005451
0,0.010054516
0,0.01005493
0,0.0100554
0,0.010055713
0,0.010055786
0,0.010055896
0,0.010055947
0,0.0100563755
0,0.010056504
0,0.010056684
0,0.010056792
0,0.010056902
0,0.010057678
0,0.010058086
0,0.010058428
0,0.010058584
0,0.0100585865
0,0.010058809
0,0.010059059
0,0.010059196
0,0.010059235
0,0.010059244
2,0.010059289
0,0.010059347
0,0.010059374
0,0.010059399
0,0.010059639
0,0.010060696
0,0.010060952
0,0.010061107
0,0.010061983
0,0.010061993
0,0.010062617
0,0.010062647
0,0.010062726
0,0.010062729
0,0.010063373
0,0.010063749
0,0.010063983
0,0.010064067
0,0.010064333
0,0.010064388
0,0.010064589
0,0.010064627
0,0.010064651
0,0.010064696
0,0.010064743
0,0.010064775
0,0.010064787
0,0.010065096
0,0.010065176
0,0.010065179
0,0.010065243
0,0.010065246
0,0.010065314
0,0.010065571
0,0.010065732
0,0.010065924
0,0.010066234
0,0.010066448
0,0.01006652
0,0.010066707
0,0.010067034
0,0.010067261
0,0.010067355
0,0.010068231
0,0.0100685
0,0.010068615
0,0.010068671
0,0.010068782
0,0.010068893
0,0.010068986
0,0.010069209
0,0.010069343
0,0.010069464
0,0.010069705
0,0.010069752
0,0.010069775
0,0.010070012
0,0.010070294
0,0.01007031
0,0.0100703705
0,0.010070528
0,0.010071265
0,0.010071273
0,0.010071296
0,0.010071435
0,0.010071496
0,0.010072304
0,0.010072385
0,0.010072478
0,0.010072538
0,0.010072676
0,0.010072928
0,0.010073694
0,0.010074578
0,0.010074948
0,0.010075364
0,0.010075587
0,0.010075724
0,0.010076363
0,0.010076913
2,0.01007727
0,0.010077634
0,0.010077973
0,0.010078122
0,0.0100788055
0,0.010079394
0,0.010079512
0,0.01008002
0,0.010080554
0,0.01008098
0,0.010081007
0,0.010081318
0,0.01008141
0,0.010081727
0,0.010081961
0,0.010081991
0,0.010082142
0,0.010082329
0,0.01008234
0,0.010082568
0,0.010083003
0,0.010083059
0,0.010083206
0,0.010083377
0,0.010083476
0,0.0100836
0,0.010083697
0,0.010083959
0,0.010084404
0,0.01008452
0,0.010084688
0,0.010084774
0,0.01008495
0,0.010085636
0,0.010085887
0,0.010085918
0,0.01008615
0,0.010086418
0,0.010086538
0,0.0100873755
0,0.010087688
0,0.010087899
0,0.010088301
0,0.010088344
0,0.010088605
0,0.010088612
0,0.010088858
0,0.0100890165
0,0.0100891115
0,0.0100892
0,0.010089344
0,0.010089462
1,0.0100898715
0,0.010090233
0,0.010090461
0,0.010090465
0,0.010090587
0,0.010090707
0,0.010090816
0,0.010090883
0,0.010091071
0,0.010091904
0,0.0100920815
0,0.010092394
0,0.010092505
0,0.010092577
0,0.010092807
0,0.010092966
0,0.010092995
0,0.01009317
0,0.0100932075
0,0.010093483
0,0.010093622
0,0.010093836
0,0.010094106
0,0.010094127
0,0.010094469
0,0.010094595
0,0.010094658
0,0.010094886
0,0.010095021
0,0.0100952145
0,0.010096039
0,0.010096348
0,0.010096377
0,0.01009663
0,0.010096679
0,0.010096836
2,0.010096918
0,0.010097041
0,0.010097065
0,0.010097226
0,0.010097869
0,0.010098079
0,0.010098224
0,0.010098296
0,0.010098521
0,0.0100988215
0,0.010099048
0,0.010099097
0,0.010099112
0,0.010099613
0,0.0100999875
0,0.010100202
0,0.010100355
2,0.010100462
0,0.010100773
0,0.010101138
0,0.010101174
0,0.01010144
0,0.010101642
0,0.010101665
0,0.010102161
0,0.010102388
0,0.010102483
0,0.010102618
0,0.01010263
0,0.010103008
0,0.010103017
0,0.010103192
0,0.010103282
0,0.01010363
0,0.010103923
0,0.010104035
0,0.010104193
0,0.010104372
0,0.010104447
0,0.010104786
0,0.010105029
0,0.010105121
0,0.010105452
0,0.010105454
0,0.010105647
0,0.01010584
0,0.010106022
0,0.010106758
0,0.010107025
0,0.010107314
0,0.010107864
0,0.010108157
0,0.010108212
0,0.010108284
0,0.0101083545
0,0.010108488
0,0.010108543
0,0.010108757
0,0.010109622
0,0.010109744
0,0.010109843
0,0.010109889
0,0.01011012
0,0.010110481
0,0.010110643
0,0.010110813
0,0.010111154
0,0.010111279
0,0.010111347
0,0.010111374
0,0.010111403
0,0.010111423
0,0.0101114735
0,0.0101115145
0,0.010112192
0,0.010112305
0,0.010112538
0,0.010112766
0,0.010112873
0,0.010113072
